Name,Type,Compiled
TPMS_POLICE_SUPERVISION,TABLE,2022/7/27 13:47
TPMS_PRESETCMD,TABLE,2022/7/27 13:47
TPMS_PROPAGANDA_ELEMENT,TABLE,2022/7/27 13:47
TPMS_PROPAGANDA_PLAN,TABLE,2022/7/27 13:47
TPMS_RELATE_DEVICE,TABLE,2022/7/27 13:47
TPMS_SCENE,TABLE,2022/7/27 13:47
TPMS_TEMPLATE,TABLE,2022/7/27 13:47
TPMS_UTC_PLAN,TABLE,2022/7/27 13:47
TPMS_VIDEO_PLAN,TABLE,2022/7/27 13:47
TPMS_VMS_PLAN,TABLE,2022/7/27 13:47
TPMS_VMS_PLAN_BACKUP,TABLE,2022/7/27 13:47
TRAFFIC_EXPONENT,TABLE,2022/7/27 13:45
TRAFFIC_INFO,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS_ROAD,TABLE,2022/7/27 13:45
TRAFFIC_STATISTICS_ROAD_EM,TABLE,2022/7/27 13:48
TS_SPEED_HIERARCHY_DEVICE,TABLE,2022/7/27 13:49
T_TJSJTBPTGX_EVN_CJD,TABLE,2022/7/27 13:50
T_TJSJTBPTGX_EVN_FKD,TABLE,2022/7/27 13:50
T_TJSJTBPTGX_EVN_JJD,TABLE,2022/7/27 13:50
T_USER_LOGIN_HISTORY,TABLE,2022/7/27 13:46
USER_DOWNLOAD_VIDEO_PATH,TABLE,2022/7/27 13:46
USER_FAVOR_LAYER,TABLE,2022/7/27 13:45
USER_HOTKEY,TABLE,2022/7/27 13:46
USER_LOGINFAIL_HISTORY,TABLE,2022/7/27 13:46
USER_ROLE_RELATION,TABLE,2022/7/27 13:46
UTC_CONTROL_RECORD,TABLE,2022/7/27 13:45
